application_id,skill_match_score,experience_gap,skill_coverage_ratio,gpa_normalized,projects_normalized,internships_normalized,hackathons_normalized,research_normalized,certification_gap,education_match,specialization_match,seniority_match,leadership_experience,fit_score,fit_label
A000208,0.1,0.5034965,1.0,0.49,0.625,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,53.52,1
A000209,0.1,0.8741259,0.07688285,0.935,0.75,1.0,0.6,0.0,0.5,0.0,0.0,0.0,1.0,56.1,1
A000210,0.1,0.34965035,0.5387029,0.645,0.625,0.75,0.2,0.3333,0.75,0.0,1.0,1.0,1.0,54.58,1
A000211,0.0,0.86713284,0.07688285,0.13,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.93,0
A000212,0.1,0.6433566,0.1537657,0.65,0.625,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,58.13,1
A000213,0.3,0.48251748,0.92311716,0.31,0.125,0.5,0.0,0.3333,0.5,1.0,0.0,0.0,1.0,59.22,1
A000214,0.1,0.42657343,0.38493723,0.72,0.25,0.5,0.0,0.0,0.25,0.0,0.0,1.0,1.0,45.45,0
A000215,0.1,0.48251748,0.7693515,0.22,0.0,0.75,0.0,0.0,0.5,1.0,0.0,0.0,0.0,51.7,1
A000216,0.2,0.6993007,0.61558574,0.695,1.0,0.5,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,63.95,1
A000217,0.3,0.45454547,0.8462343,0.025,0.625,0.25,0.2,0.0,0.0,1.0,0.0,1.0,1.0,49.88,0
A000218,0.2,0.5034965,0.07688285,0.695,1.0,0.25,0.4,0.0,0.25,1.0,0.0,0.0,0.0,58.95,1
A000219,0.3,0.48251748,0.38493723,0.07,0.375,0.25,0.2,0.0,0.5,1.0,0.0,0.0,1.0,57.07,1
A000220,0.5,0.67132866,1.0,0.69,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.53,1
A000221,0.1,0.6083916,0.38493723,0.275,0.875,0.0,0.6,0.6667,0.5,0.0,0.0,0.0,1.0,46.12,0
A000222,0.1,0.67832166,0.23064853,0.775,0.5,0.25,0.2,0.0,0.25,0.0,0.0,0.0,0.0,38.75,0
A000223,0.0,0.56643355,0.3080544,0.165,0.75,0.75,0.2,0.0,0.5,0.0,0.0,0.0,0.0,43.9,0
A000224,0.1,0.5104895,0.4618201,0.615,0.0,0.25,0.4,1.0,0.5,1.0,0.0,0.0,1.0,53.65,1
A000225,0.1,0.5244755,0.07688285,0.045,0.75,0.0,0.2,0.3333,0.25,0.0,0.0,0.0,1.0,39.2,0
A000226,0.3,0.43356642,1.0,0.895,1.0,0.5,0.2,0.0,0.0,0.0,0.0,1.0,0.0,53.95,1
A000227,0.4,0.3846154,0.92311716,0.57,1.0,1.0,0.8,0.0,0.25,0.0,0.0,1.0,1.0,52.7,1
A000228,0.2,0.3916084,0.8462343,0.275,0.5,0.5,0.2,0.6667,0.0,1.0,0.0,1.0,1.0,49.25,0
A000229,0.3,0.3846154,0.38493723,0.11,0.75,1.0,0.8,0.0,0.25,0.0,0.0,1.0,1.0,50.85,1
A000230,0.2,0.7202797,0.1537657,0.96,0.75,0.0,0.6,0.6667,0.5,0.0,0.0,0.0,0.0,48.35,0
A000231,0.2,0.42657343,0.07688285,0.52,0.625,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,47.83,0
A000232,0.1,0.34965035,0.38493723,0.315,0.25,0.25,0.0,0.3333,0.25,1.0,0.0,1.0,0.0,47.9,0
A000233,0.2,0.7062937,0.07688285,0.395,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.7,0
A000234,0.3,0.5174825,1.0,0.88,0.5,1.0,0.6,0.0,0.25,1.0,0.0,0.0,0.0,64.8,1
A000235,0.1,0.7132867,0.5387029,0.755,0.75,0.5,0.4,0.0,0.25,0.0,0.0,0.0,0.0,48.3,0
A000236,0.1,0.45454547,0.61558574,0.12,0.5,0.25,0.0,0.0,0.25,1.0,0.0,1.0,0.0,47.2,0
A000237,0.2,0.5874126,0.69246864,0.1,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,55.5,1
A000238,0.4,0.46153846,0.4618201,0.875,0.375,0.25,0.0,0.3333,0.25,1.0,0.0,1.0,0.0,64.63,1
A000239,0.3,0.6573427,0.1537657,0.375,0.625,0.25,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,45.88,0
A000240,0.3,0.55944055,0.8462343,0.945,0.375,0.5,0.2,0.0,0.25,1.0,0.0,0.0,1.0,62.83,1
A000241,0.2,0.35664335,0.7693515,0.805,0.375,0.5,0.2,0.6667,0.25,1.0,0.0,1.0,0.0,57.93,1
A000242,0.1,0.67832166,0.0,0.08,0.75,0.25,0.6,0.0,0.75,1.0,0.0,0.0,0.0,52.05,1
A000243,0.0,0.4125874,0.38493723,0.405,0.5,0.25,0.0,0.0,0.0,1.0,0.0,1.0,1.0,42.55,0
A000244,0.3,0.7622378,0.92311716,0.48,0.375,0.0,0.2,0.0,1.0,0.0,0.0,0.0,1.0,52.68,1
A000245,0.2,0.61538464,0.5387029,0.69,0.75,0.25,0.6,1.0,0.25,1.0,0.0,0.0,0.0,57.65,1
A000246,0.1,0.8041958,0.5387029,0.21,0.125,0.25,0.4,0.3333,0.25,0.0,0.0,0.0,1.0,38.73,0
A000247,0.2,0.32867134,0.38493723,0.72,0.875,0.5,0.2,0.6667,1.0,0.0,0.0,1.0,1.0,45.58,0
A000248,0.2,0.54545456,0.38493723,0.71,0.375,0.0,0.2,0.0,0.5,1.0,0.0,0.0,1.0,58.98,1
A000249,0.2,0.8881119,0.3080544,0.55,0.875,0.5,0.2,0.0,0.25,0.0,0.0,0.0,1.0,42.88,0
A000250,0.4,0.44755244,0.7693515,0.305,0.0,0.75,0.4,0.0,0.25,1.0,0.0,1.0,1.0,59.05,1
A000251,0.1,0.72727275,0.92311716,0.405,0.375,0.25,0.0,0.0,0.25,1.0,0.0,0.0,1.0,49.42,0
A000252,0.3,0.33566433,1.0,0.645,0.25,1.0,0.2,0.0,0.25,1.0,0.0,1.0,1.0,59.2,0
A000253,0.1,0.5804196,0.38493723,0.405,0.375,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,52.42,1
A000254,0.2,0.4125874,0.23064853,0.35,0.5,1.0,0.6,0.3333,0.25,0.0,0.0,1.0,0.0,48.5,0
A000255,0.1,0.7832168,0.23064853,0.78,0.25,0.25,0.4,0.3333,0.0,0.0,0.0,0.0,0.0,41.05,0
A000256,0.0,0.46153846,0.61558574,0.06,0.875,0.5,0.0,0.3333,0.5,1.0,0.0,1.0,0.0,49.98,0
A000257,0.3,0.74125874,0.7693515,0.075,0.625,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,50.88,1
A000258,0.0,0.6013986,0.0,0.88,0.25,0.5,0.2,0.0,0.25,1.0,0.0,0.0,1.0,51.05,1
A000259,0.3,0.84615386,0.69246864,0.11,1.0,0.5,0.4,0.3333,0.0,0.0,0.0,0.0,1.0,46.1,0
A000260,0.0,0.4755245,0.23064853,0.77,0.375,0.0,0.4,0.0,0.25,0.0,0.0,0.0,1.0,33.58,1
A000261,0.1,0.4965035,0.0,0.62,0.625,0.5,0.0,0.0,0.25,0.0,0.0,0.0,1.0,46.33,0
A000262,0.0,0.7762238,0.3080544,0.945,0.25,0.0,0.4,0.0,0.25,0.0,1.0,0.0,0.0,45.2,0
A000263,0.3,0.5944056,0.92311716,0.76,0.375,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52.48,1
A000264,0.0,0.46153846,0.7693515,0.24,0.375,0.25,0.4,0.0,0.0,0.0,0.0,1.0,0.0,32.78,1
A000265,0.2,0.5104895,0.61558574,0.82,0.125,0.5,0.8,0.6667,0.0,1.0,0.0,0.0,0.0,52.83,1
A000266,0.1,0.3916084,0.5387029,0.46,0.625,1.0,0.8,0.0,0.5,0.0,0.0,1.0,1.0,50.72,0
A000267,0.2,0.67832166,0.69246864,0.545,0.25,0.25,0.2,1.0,0.25,0.0,0.0,0.0,1.0,46.2,0
A000268,0.1,0.7622378,0.61558574,0.17,0.75,0.5,0.2,0.3333,0.0,0.0,0.0,0.0,0.0,38.45,0
A000269,0.2,0.3986014,0.61558574,0.665,0.125,0.5,0.4,0.0,0.25,0.0,0.0,1.0,0.0,47.77,0
A000270,0.0,0.5174825,0.5387029,0.415,0.375,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,34.52,0
A000271,0.3,0.33566433,0.07688285,0.785,0.75,0.25,0.8,0.3333,0.25,1.0,0.0,1.0,1.0,60.1,1
A000272,0.1,0.6853147,0.0,0.525,0.875,0.5,0.2,0.0,0.25,1.0,0.0,0.0,1.0,54.12,1
A000273,0.3,0.7902098,0.3080544,0.595,0.25,0.0,0.6,0.3333,0.5,0.0,0.0,0.0,0.0,53.2,1
A000274,0.1,0.7622378,0.5387029,0.07,0.375,0.5,0.4,0.3333,0.0,0.0,0.0,0.0,0.0,35.58,0
A000275,0.3,0.73426574,0.23064853,0.28,0.25,0.0,0.2,0.0,0.5,0.0,0.0,0.0,1.0,50.05,1
A000276,0.0,0.55244756,0.61558574,0.59,0.5,0.25,0.2,0.0,0.25,0.0,0.0,0.0,0.0,40.9,0
A000277,0.2,0.7202797,0.69246864,0.01,0.5,0.5,0.6,0.0,0.0,1.0,0.0,0.0,1.0,46.6,0
A000278,0.2,0.42657343,0.92311716,0.56,0.125,0.25,0.4,0.0,0.5,1.0,0.0,1.0,0.0,57.23,1
A000279,0.3,0.73426574,0.92311716,0.51,1.0,1.0,0.2,0.0,0.5,1.0,0.0,0.0,1.0,67.6,1
A000280,0.4,0.6853147,0.8462343,0.97,0.5,0.5,0.6,0.0,0.25,0.0,0.0,0.0,0.0,59.7,1
A000281,0.3,0.3846154,0.23064853,0.315,0.375,0.5,0.2,0.6667,0.25,0.0,0.0,1.0,0.0,41.52,0
A000282,0.2,0.7202797,0.61558574,0.73,0.5,0.25,0.6,0.0,0.25,0.0,0.0,0.0,0.0,41.8,0
A000283,0.1,0.8741259,0.8462343,0.71,1.0,0.25,0.0,0.6667,0.5,0.0,0.0,0.0,0.0,52.1,1
A000284,0.1,0.3846154,0.69246864,0.535,0.25,0.75,0.6,0.0,1.0,1.0,0.0,1.0,0.0,56.1,1
A000285,0.3,0.6853147,0.8462343,0.495,0.375,0.25,0.6,0.0,0.0,0.0,0.0,0.0,1.0,45.82,0
A000286,0.2,0.5314685,0.23064853,0.155,0.5,0.5,0.2,0.3333,0.25,1.0,0.0,0.0,1.0,52.05,1
A000287,0.2,0.5244755,0.3080544,0.265,0.375,0.5,0.8,1.0,0.5,0.0,1.0,0.0,1.0,44.53,0
A000288,0.2,0.5944056,0.4618201,0.97,0.5,0.0,0.4,0.3333,0.0,0.0,0.0,0.0,0.0,46.7,0
A000289,0.2,0.6363636,0.69246864,0.03,0.5,0.25,1.0,0.0,0.5,0.0,1.0,0.0,1.0,49.3,0
A000290,0.0,0.7762238,0.07688285,0.24,0.625,0.75,1.0,0.0,0.75,0.0,0.0,0.0,1.0,44.03,0
A000291,0.5,0.62237763,0.61558574,0.325,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.12,0
A000292,0.1,0.48951048,0.4618201,0.11,0.75,1.0,0.0,0.6667,0.75,0.0,0.0,0.0,0.0,47.85,0
A000293,0.2,0.5174825,0.1537657,0.74,0.625,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,58.03,1
A000294,0.2,0.3846154,0.92311716,0.545,1.0,0.5,0.4,0.0,0.0,0.0,0.0,1.0,0.0,46.95,0
A000295,0.3,0.6083916,0.8462343,0.105,0.375,0.75,0.2,0.3333,0.25,0.0,0.0,0.0,0.0,40.42,0
A000296,0.2,0.56643355,0.69246864,0.24,0.625,0.75,0.6,0.3333,0.0,1.0,0.0,0.0,1.0,50.53,1
A000297,0.2,0.5804196,0.7693515,0.17,0.25,0.25,0.4,0.3333,0.5,0.0,0.0,0.0,0.0,46.45,0
A000298,0.3,0.5034965,0.92311716,0.64,0.375,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,46.27,0
A000299,0.0,0.4125874,0.38493723,0.21,0.25,0.25,0.4,0.0,0.0,0.0,0.0,1.0,0.0,31.85,0
A000300,0.4,0.61538464,0.92311716,0.555,0.25,1.0,0.6,0.3333,1.0,0.0,0.0,0.0,0.0,60.3,1
A000301,0.5,0.0,0.1537657,0.11,0.375,0.25,0.2,0.0,0.0,1.0,1.0,0.0,0.0,39.47,0
A000302,0.0,0.06993007,0.8462343,0.14,0.5,0.25,0.2,0.3333,0.5,1.0,0.0,1.0,1.0,27.9,0
A000303,0.0,0.0,0.8462343,0.275,0.5,0.5,0.2,0.6667,0.0,1.0,0.0,0.0,1.0,22.25,0
A000304,0.0,0.034965035,0.8462343,0.97,0.5,0.5,0.6,0.0,0.0,1.0,0.0,1.0,0.0,33.2,1
A000305,0.0,0.0,0.4618201,0.645,0.625,0.5,0.2,0.3333,0.0,1.0,1.0,0.0,0.0,33.58,1
A000306,0.0,0.17482518,0.38493723,0.855,0.625,0.25,0.2,0.0,0.0,1.0,0.0,1.0,0.0,38.18,0
A000307,0.0,0.12587413,0.07688285,0.24,0.625,0.75,1.0,0.0,0.25,1.0,0.0,1.0,1.0,31.53,0
A000308,0.25,0.23776224,0.7693515,0.72,0.375,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,49.83,0
A000309,0.5,0.055944055,0.3080544,0.665,0.5,1.0,0.2,0.6667,0.25,1.0,0.0,1.0,0.0,53.65,1
A000310,0.5,0.0,0.7693515,0.96,0.25,0.5,0.4,0.6667,0.0,1.0,0.0,0.0,0.0,53.35,1
A000311,0.0,0.0,0.7693515,0.99,0.25,0.75,0.4,0.0,0.0,1.0,0.0,0.0,0.0,29.15,0
A000312,0.0,0.08391608,0.3080544,0.33,0.25,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.55,1
A000313,0.0,0.0,0.92311716,0.31,0.125,0.5,0.0,0.3333,0.0,1.0,0.0,0.0,1.0,28.73,0
A000314,0.0,0.0,0.5387029,0.69,0.75,0.25,0.6,1.0,0.0,1.0,0.0,0.0,0.0,30.65,0
A000315,0.0,0.0,0.38493723,0.03,0.375,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,21.18,0
A000316,0.25,0.013986014,0.3080544,0.075,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0
A000317,0.5,0.0,0.23064853,0.685,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.6,1
A000318,0.5,0.15384616,1.0,0.67,0.625,0.5,0.2,0.0,0.0,1.0,0.0,1.0,0.0,53.33,1
A000319,0.0,0.034965035,0.1537657,0.96,0.0,0.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,33.6,0
A000320,0.0,0.0,0.07688285,0.595,0.125,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,29.57,0
A000321,0.25,0.0,0.5387029,0.295,0.625,0.75,0.4,0.0,0.0,1.0,1.0,0.0,0.0,39.83,0
A000322,0.25,0.0,1.0,0.49,0.625,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,38.77,1
A000323,0.0,0.013986014,0.3080544,0.92,0.25,1.0,0.2,0.3333,0.0,1.0,0.0,0.0,1.0,37.45,0
A000324,0.0,0.0,0.61558574,0.415,0.125,0.25,0.4,0.6667,0.0,1.0,0.0,0.0,0.0,28.78,0
A000325,0.25,0.0,0.0,0.615,0.375,0.25,0.4,0.0,0.0,1.0,0.0,0.0,0.0,40.77,0
A000326,0.75,0.09090909,0.69246864,0.215,0.25,0.25,0.2,0.0,0.25,1.0,1.0,1.0,1.0,56.65,1
A000327,0.0,0.0,0.07688285,0.43,0.25,0.25,0.4,0.0,0.0,1.0,0.0,0.0,0.0,29.55,0
A000328,0.0,0.07692308,0.0,0.74,0.625,0.0,0.0,0.3333,0.25,1.0,0.0,1.0,0.0,33.52,0
A000329,0.0,0.0,0.07688285,0.53,0.5,0.25,0.2,0.0,0.0,1.0,0.0,0.0,0.0,23.8,0
A000330,0.25,0.21678321,1.0,0.185,0.5,1.0,0.4,0.3333,0.0,1.0,0.0,1.0,0.0,37.6,0
A000331,0.5,0.013986014,0.69246864,0.715,0.375,0.25,0.0,1.0,0.25,1.0,0.0,0.0,0.0,50.52,0
A000332,0.75,0.034965035,0.7693515,0.82,0.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,1.0,52.45,1
A000333,0.0,0.11888112,0.1537657,0.275,0.375,0.25,0.4,0.0,0.25,1.0,0.0,1.0,0.0,28.62,0
A000334,0.0,0.0,0.8462343,0.505,0.375,0.25,0.2,0.0,0.0,1.0,0.0,0.0,1.0,26.92,1
A000335,0.0,0.0,0.61558574,0.165,0.625,0.0,0.2,0.0,0.25,1.0,0.0,0.0,1.0,27.77,0
A000336,0.0,0.0,0.92311716,0.465,0.625,0.25,0.4,0.3333,0.0,1.0,0.0,0.0,1.0,27.78,0
A000337,0.25,0.0,0.61558574,0.28,0.5,0.75,0.2,0.3333,0.5,1.0,0.0,0.0,0.0,40.05,0
A000338,0.0,0.0,1.0,0.42,0.625,0.5,0.4,0.3333,0.0,1.0,1.0,0.0,0.0,27.32,0
A000339,0.25,0.10489511,0.07688285,0.25,0.625,0.5,0.4,0.3333,0.0,1.0,0.0,1.0,0.0,35.38,0
A000340,0.0,0.0,0.1537657,0.12,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.7,0
A000341,0.25,0.0,0.8462343,0.09,0.875,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.03,0
A000342,0.0,0.0,0.07688285,0.425,0.25,0.0,0.0,0.6667,0.25,1.0,0.0,0.0,1.0,28.5,0
A000343,0.25,0.16783217,0.3080544,0.94,0.5,0.25,0.4,0.3333,0.0,1.0,1.0,1.0,0.0,49.65,0
A000344,0.5,0.0,0.61558574,0.885,0.5,0.25,0.0,0.0,0.5,1.0,0.0,0.0,1.0,52.85,1
A000345,0.0,0.0,0.69246864,0.825,0.625,0.25,0.2,0.0,0.0,1.0,0.0,0.0,1.0,27.38,0
A000346,0.25,0.0,0.23064853,0.205,0.5,0.0,0.6,0.3333,0.0,1.0,0.0,0.0,0.0,28.3,0
A000347,0.0,0.07692308,0.3080544,0.565,0.25,0.5,0.4,0.0,0.0,1.0,0.0,1.0,0.0,27.9,1
A000348,0.25,0.23076923,0.0,0.56,0.375,0.25,0.0,0.0,0.0,1.0,1.0,1.0,0.0,41.73,0
A000349,0.0,0.0,0.0,0.245,0.625,0.25,0.0,0.6667,0.0,1.0,0.0,0.0,1.0,25.58,0
A000350,0.0,0.0,0.0,0.77,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,17.7,1
A000351,0.25,0.0,0.7693515,0.685,0.375,0.5,0.4,0.0,0.25,1.0,0.0,0.0,1.0,42.48,0
A000352,0.25,0.0,0.23064853,0.05,0.625,0.75,0.2,0.0,0.0,1.0,0.0,0.0,1.0,30.37,0
A000353,0.25,0.0,0.7693515,0.47,0.25,0.0,0.2,0.3333,0.0,1.0,1.0,0.0,1.0,36.7,0
A000354,0.25,0.20979021,0.23064853,0.025,0.25,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,38.25,0
A000355,0.0,0.0,0.23064853,0.155,0.5,0.5,0.2,0.3333,0.0,1.0,0.0,0.0,1.0,25.05,0
A000356,0.25,0.0,0.5387029,0.14,0.5,0.25,0.4,1.0,0.0,1.0,0.0,0.0,0.0,28.65,0
A000357,0.25,0.0,0.7693515,0.905,0.375,0.25,0.8,0.0,0.0,1.0,0.0,0.0,1.0,39.67,0
A000358,0.25,0.0,0.5387029,0.16,0.375,1.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,35.22,0
A000359,0.25,0.0,0.7693515,0.135,0.375,1.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,30.97,0
A000360,0.0,0.0,0.5387029,0.515,0.5,0.75,0.2,0.0,0.0,1.0,0.0,0.0,0.0,29.65,0
A000361,0.25,0.0,0.8462343,0.685,0.25,0.25,0.6,0.3333,0.0,1.0,0.0,0.0,0.0,32.85,1
A000362,0.0,0.0,0.07688285,0.615,0.625,0.0,0.2,0.3333,0.0,1.0,0.0,0.0,0.0,32.27,0
A000363,0.5,0.1958042,0.92311716,0.43,0.625,0.75,0.0,0.6667,0.0,0.0,0.0,1.0,0.0,47.43,0
A000364,0.25,0.0,0.23064853,0.035,0.75,0.0,0.6,0.0,0.25,0.0,0.0,0.0,0.0,20.85,0
A000365,0.5,0.0,0.23064853,0.405,0.875,0.25,0.4,0.0,0.0,1.0,1.0,0.0,1.0,52.92,1
A000366,0.25,0.08391608,0.23064853,0.115,0.125,0.0,0.4,0.0,0.5,1.0,0.0,1.0,1.0,33.52,0
A000367,0.25,0.13986014,0.8462343,0.09,1.0,0.5,1.0,0.3333,0.0,1.0,0.0,1.0,1.0,31.65,0
A000368,0.0,0.0,0.1537657,0.81,0.25,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.35,1
A000369,0.5,0.0,0.8462343,0.79,0.125,0.25,0.2,0.0,0.0,1.0,0.0,0.0,1.0,46.02,0
A000370,0.25,0.04895105,0.61558574,0.1,0.5,0.5,0.2,0.0,0.25,1.0,0.0,1.0,0.0,37.25,0
A000371,0.0,0.02097902,0.8462343,0.435,0.875,0.0,0.4,0.3333,0.25,1.0,0.0,0.0,1.0,31.73,0
A000372,0.0,0.0,0.4618201,0.43,0.625,0.25,0.0,0.3333,0.25,1.0,0.0,0.0,0.0,31.43,0
A000373,0.0,0.0,0.1537657,0.945,0.875,0.5,0.2,0.0,0.0,1.0,0.0,0.0,0.0,38.83,0
A000374,0.25,0.0,0.8462343,0.235,0.5,0.75,0.2,0.0,0.0,1.0,0.0,0.0,1.0,35.6,0
A000375,0.25,0.0,0.92311716,0.99,0.125,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,45.27,0
A000376,0.0,0.0,0.3080544,0.66,0.75,0.75,0.4,0.0,0.0,1.0,0.0,0.0,0.0,32.35,0
A000377,0.0,0.0,0.8462343,0.42,0.625,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.33,0
A000378,0.25,0.0,0.0,0.6,0.375,0.25,0.4,0.3333,0.0,1.0,0.0,0.0,1.0,36.62,0
A000379,0.0,0.0,0.5387029,1.0,0.5,0.0,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,31.5,0
A000380,0.25,0.0,0.5387029,0.445,0.875,0.25,0.2,0.0,0.25,1.0,0.0,0.0,1.0,41.58,0
A000381,0.0,0.0,0.1537657,0.135,0.25,0.25,0.8,0.0,0.0,1.0,0.0,0.0,1.0,26.6,0
A000382,0.25,0.0,0.7693515,0.17,0.25,0.25,0.4,0.3333,0.0,1.0,0.0,0.0,0.0,35.7,0
A000383,0.25,0.034965035,0.92311716,0.685,0.5,0.5,0.0,0.6667,0.0,1.0,0.0,1.0,0.0,35.1,0
A000384,0.5,0.0,0.4618201,0.42,0.75,0.5,0.2,0.0,0.0,1.0,1.0,0.0,1.0,49.45,0
A000385,0.0,0.0,0.0,0.88,0.25,0.5,0.2,0.0,0.25,0.0,1.0,0.0,1.0,30.55,0
A000386,0.75,0.06993007,1.0,0.305,0.375,0.25,0.8,0.6667,0.0,1.0,0.0,1.0,1.0,51.17,1
A000387,0.25,0.0,0.0,0.82,0.5,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,42.45,0
A000388,0.25,0.0,0.07688285,0.615,0.0,0.0,1.0,0.6667,0.0,1.0,0.0,0.0,0.0,29.9,0
A000389,0.0,0.0,0.3080544,0.515,0.5,0.25,0.0,0.0,0.25,1.0,1.0,0.0,0.0,34.65,1
A000390,0.25,0.0,0.7693515,0.25,0.625,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,33.38,0
A000391,0.25,0.0,0.8462343,0.635,0.375,0.25,0.2,0.0,0.0,1.0,0.0,0.0,0.0,36.97,0
A000392,0.5,0.0,0.5387029,0.4,0.5,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,47.0,0
A000393,0.5,0.006993007,0.8462343,0.145,0.375,0.0,0.6,0.6667,0.0,1.0,0.0,0.0,0.0,35.82,0
A000394,0.0,0.0,0.0,0.93,0.375,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.0,29.17,0
A000395,0.0,0.0,0.3080544,0.29,0.25,0.25,0.6,0.0,0.0,1.0,0.0,0.0,0.0,24.15,0
A000396,0.25,0.0,0.23064853,0.655,0.375,1.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,44.17,0
A000397,0.0,0.0,0.0,0.195,0.5,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,23.45,0
A000398,0.25,0.0,0.5387029,0.515,0.125,1.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,37.52,0
A000399,0.25,0.0,0.3080544,0.99,0.5,0.0,0.6,0.0,0.25,1.0,0.0,0.0,0.0,44.15,0
A000400,0.0,0.21678321,0.07688285,0.57,0.875,0.0,0.2,0.3333,0.5,0.0,1.0,1.0,1.0,34.08,0
A000401,0.0833,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,32.92,0
A000402,0.0833,0.0,0.07688285,0.055,0.125,0.25,0.6,0.0,0.5,0.0,0.0,0.0,0.0,20.59,0
A000403,0.1667,0.0,0.5387029,0.46,0.625,1.0,0.8,0.0,0.25,0.0,0.0,0.0,1.0,33.06,0
A000404,0.0,0.11188811,0.1537657,0.74,0.0,0.5,0.8,0.0,0.0,0.0,1.0,1.0,1.0,27.9,0
A000405,0.0833,0.0,0.7693515,0.02,0.75,0.0,0.6,0.0,0.0,1.0,0.0,1.0,1.0,21.87,0
A000406,0.4167,0.0,0.92311716,0.375,0.25,0.25,0.8,0.0,0.0,0.0,0.0,0.0,0.0,28.08,0
A000407,0.0833,0.07692308,0.3080544,0.08,0.5,0.25,0.4,0.3333,0.25,0.0,0.0,1.0,0.0,22.72,0
A000408,0.4167,0.0,0.8462343,0.275,0.5,0.5,0.2,0.6667,0.0,1.0,0.0,0.0,1.0,36.83,0
A000409,0.1667,0.04195804,0.38493723,0.99,0.75,0.25,0.4,0.0,0.25,0.0,0.0,1.0,0.0,35.98,0
A000410,0.0833,0.07692308,0.61558574,0.505,1.0,0.0,0.2,0.6667,0.0,0.0,0.0,1.0,0.0,20.47,0
A000411,0.0833,0.0,0.07688285,0.25,0.625,0.5,0.4,0.3333,0.0,0.0,0.0,1.0,0.0,26.04,0
A000412,0.1667,0.0,0.4618201,0.41,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,40.68,0
A000413,0.0833,0.0,0.3080544,0.865,0.75,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,25.32,0
A000414,0.1667,0.0,0.8462343,0.235,0.5,0.75,0.2,0.0,0.0,1.0,0.0,0.0,1.0,36.68,0
A000415,0.4167,0.0,0.23064853,0.44,0.5,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,36.48,0
A000416,0.0833,0.06993007,0.1537657,0.66,0.5,0.25,0.6,0.3333,0.0,0.0,0.0,1.0,0.0,21.02,0
A000417,0.25,0.0,0.8462343,0.09,0.875,0.0,0.2,0.3333,0.0,0.0,0.0,0.0,1.0,29.53,1
A000418,0.0833,0.0,0.61558574,0.08,1.0,0.75,0.4,0.0,0.0,0.0,0.0,0.0,0.0,19.72,0
A000419,0.0833,0.09090909,0.4618201,0.695,0.25,0.25,0.2,0.0,0.5,0.0,0.0,1.0,1.0,27.62,0
